Isolate_Id	Isolate_Name	Subtype	Host	Country	Region	Collection_Date	Segments_in_metadata	n_segs_sequenced	Missing_metadata_segs	Missing_sequence_segs	Short_sequence_segs
EPI_ISL_14653691	A/Toliary/03921/2022	A / H3N2	Human	Madagascar		2022-05-04	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653685	A/Toliary/03324/2022	A / H3N2	Human	Madagascar		2022-03-25	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653679	A/Toamasina/03761/2022	A / H3N2	Human	Madagascar		2022-04-19	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653661	A/Nosy Be/03654/2022	A / H3N2	Human	Madagascar		2022-04-13	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653654	A/Nosy Be/03652/2022	A / H3N2	Human	Madagascar		2022-04-11	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653648	A/Nosy Be/03427/2022	A / H3N2	Human	Madagascar		2022-03-28	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653512	A/Antsirabe/03801/2022	A / H3N2	Human	Madagascar		2022-04-26	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653509	A/Antsirabe/03799/2022	A / H3N2	Human	Madagascar		2022-04-26	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653508	A/Antsirabe/03715/2022	A / H3N2	Human	Madagascar		2022-04-22	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653507	A/Antsirabe/03713/2022	A / H3N2	Human	Madagascar		2022-04-20	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653506	A/Antsirabe/03712/2022	A / H3N2	Human	Madagascar		2022-04-20	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653504	A/Antsirabe/03366/2022	A / H3N2	Human	Madagascar		2022-03-31	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653433	A/Antananarivo/03565/2022	A / H3N2	Human	Madagascar		2022-04-12	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653536	A/Fianarantsoa/03056/2022	A / H3N2	Human	Madagascar		2022-03-09	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653494	A/Antananarivo/50331/2022	A / H3N2	Human	Madagascar		2022-04-22	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653487	A/Antananarivo/05015/2022	A / H3N2	Human	Madagascar		2022-06-30	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653481	A/Antananarivo/04686/2022	A / H3N2	Human	Madagascar		2022-06-21	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653474	A/Antananarivo/04653/2022	A / H3N2	Human	Madagascar		2022-06-15	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653468	A/Antananarivo/04650/2022	A / H3N2	Human	Madagascar		2022-06-16	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653462	A/Antananarivo/04020/2022	A / H3N2	Human	Madagascar		2022-05-17	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653450	A/Antananarivo/03834/2022	A / H3N2	Human	Madagascar		2022-05-03	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653440	A/Antananarivo/03601/2022	A / H3N2	Human	Madagascar		2022-04-15	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_18226892	A/Moramanga/01770/2023	A / H1N1	Human	Madagascar		2023-06-06	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18226891	A/Antsirabe/01811/2023	A / H1N1	Human	Madagascar		2023-06-12	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_18226887	A/Antsirabe/01814/2023	A / H1N1	Human	Madagascar		2023-06-14	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18226886	A/Antananarivo/01843/2023	A / H1N1	Human	Madagascar		2023-06-20	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19704264	A/Madagascar/03919/2024	A / H3N2	Human	Madagascar	Atsinanana	2024-12-13	5	5	PB2;PA;NS	PB2;PA;NS	
EPI_ISL_19704259	A/Madagascar/00026/2025	A / H1N1	Human	Madagascar	Diana	2024-12-30	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18167546	A/Antananarivo/01919/2023	A / H1N1	Human	Madagascar		2023-06-30	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18167540	A/Antsirabe/01870/2023	A / H1N1	Human	Madagascar		2023-06-20	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19382052	A/Moramanga/01892/2024	A / H1N1	Human	Madagascar		2024-06-10	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19382035	A/Taolagnaro/02106/2024	A / H1N1	Human	Madagascar		2024-06-17	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19382017	A/Toamasina/01980/2024	A / H1N1	Human	Madagascar		2024-06-27	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19907484	A/Madagascar/02106/2025	A / H3N2	Human	Madagascar	Analamanga	2025-05-30	5	5	NP;MP;NS	NP;MP;NS	
EPI_ISL_19907478	A/Madagascar/02048/2025	A / H1N1	Human	Madagascar	Analamanga	2025-05-21	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19907476	A/Madagascar/02003/2025	A / H1N1	Human	Madagascar	Analamanga	2025-05-21	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_2932722	A/Toamasina/00806/2020	A / H1N1	Human	Madagascar		2020-02-17	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_14863088	A/Madagascar/3569/2022	A / H3	Human	Madagascar		2022-04-04	5	5	PA;NP;NA	PA;NP;NA	
EPI_ISL_1034791	A/Toamasina/00806/2020	A / H1N1	Human	Madagascar		2020-02-17	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_1034790	A/Toamasina/00357/2020	A / H1N1	Human	Madagascar		2020-01-29	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_1034788	A/Toamasina/00293/2020	A / H1N1	Human	Madagascar		2020-01-21	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_1034787	A/Toamasina/00292/2020	A / H1N1	Human	Madagascar		2020-01-20	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_1034786	A/Toamasina/00138/2020	A / H1N1	Human	Madagascar		2020-01-07	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_1034785	A/Nosy Be/00345/2020	A / H1N1	Human	Madagascar		2020-01-21	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_1034782	A/Nosy Be/00037/2020	A / H1N1	Human	Madagascar		2020-01-02	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_1034781	A/Mahajanga/00563/2020	A / H1N1	Human	Madagascar		2020-02-05	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20142017	A/Madagascar/02843/2025	A / H3N2	Human	Madagascar	Vakinankaratra	2025-07-30	5	5	PA;MP;NS	PA;MP;NS	
EPI_ISL_20142016	A/Madagascar/02841/2025	A / H3N2	Human	Madagascar	Vakinankaratra	2025-07-28	5	5	PB1;MP;NS	PB1;MP;NS	
EPI_ISL_20142013	A/Madagascar/02735/2025	A / H1N1	Human	Madagascar	Vakinankaratra	2025-07-15	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20142011	A/Madagascar/02701/2025	A / H1N1	Human	Madagascar	Analamanga	2025-07-14	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20142010	A/Madagascar/02687/2025	A / H1N1	Human	Madagascar	Alaotra-Mangoro	2025-07-14	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20142009	A/Madagascar/02679/2025	A / H3N2	Human	Madagascar	Analamanga	2025-07-14	5	5	PB1;MP;NS	PB1;MP;NS	
EPI_ISL_20142008	A/Madagascar/02678/2025	A / H3N2	Human	Madagascar	Analamanga	2025-07-14	5	5	PB1;NP;MP	PB1;NP;MP	
EPI_ISL_20142005	A/Madagascar/02557/2025	A / H1N1	Human	Madagascar	Analamanga	2025-07-04	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18962611	A/Antsirabe/02653/2023	A / H1N1	Human	Madagascar		2023-10-20	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18962607	A/Antananarivo/02545/2023	A / H1N1	Human	Madagascar		2023-10-06	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18962537	A/Toliary/03345/2023	A / H3N2	Human	Madagascar		2023-12-11	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18962527	A/Antananarivo/02681/2023	A / H3N2	Human	Madagascar		2023-10-25	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18962463	A/Toamasina/02944/2023	A / H3N2	Human	Madagascar		2023-11-17	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834451	A/Antananarivo/07426/2022	A / H1N1	Human	Madagascar		2022-12-07	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834446	A/Antananarivo/07296/2022	A / H1N1	Human	Madagascar		2022-11-30	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834444	A/Antananarivo/07294/2022	A / H1N1	Human	Madagascar		2022-11-30	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834443	A/Antananarivo/07290/2022	A / H1N1	Human	Madagascar		2022-11-29	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20144932	A/Madagascar/02411/2025	A / H1N1	Human	Madagascar		2025-06-17	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20144930	A/Madagascar/02191/2025	A / H1N1	Human	Madagascar		2025-06-03	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20144925	A/Madagascar/01989/2025	A / H1N1	Human	Madagascar		2025-05-14	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834690	A/Toamasina/07561/2022	A / H1N1	Human	Madagascar		2022-12-08	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834688	A/Toamasina/07470/2022	A / H1N1	Human	Madagascar		2022-12-02	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834686	A/Toamasina/07323/2022	A / H1N1	Human	Madagascar		2022-11-30	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834684	A/Toamasina/07312/2022	A / H1N1	Human	Madagascar		2022-11-25	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834682	A/Toamasina/07311/2022	A / H1N1	Human	Madagascar		2022-11-29	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834678	A/Toamasina/07308/2022	A / H1N1	Human	Madagascar		2022-11-28	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834642	A/Nosy Be/00014/2023	A / H1N1	Human	Madagascar		2022-12-26	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834574	A/Morondava/07367/2022	A / H1N1	Human	Madagascar		2022-12-01	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_16834564	A/Mahajanga/07644/2022	A / H1N1	Human	Madagascar		2022-12-16	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20144894	A/Madagascar/01957/2025	A / H3N2	Human	Madagascar		2025-05-19	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20144893	A/Madagascar/01987/2025	A / H3N2	Human	Madagascar		2025-05-16	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19687053	A/Madagascar/03221/2024	A / H1N1	Human	Madagascar		2024-10-23	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19687049	A/Madagascar/02988/2024	A / H1N1	Human	Madagascar		2024-09-30	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19686967	A/Madagascar/03416/2024	A / H3N2	Human	Madagascar		2024-11-11	5	5	PB2;PB1;NA	PB2;PB1;NA	
EPI_ISL_9627671	A/Toamasina/13669/2021	A / H3N2	Human	Madagascar		2021-12-15	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_9627670	A/Nosy Be/13360/2021	A / H3N2	Human	Madagascar		2021-12-07	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_9627669	A/Nosy Be/13359/2021	A / H3N2	Human	Madagascar		2021-12-06	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_9627666	A/Mahajanga/12995/2021	A / H3N2	Human	Madagascar		2021-12-06	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_9627665	A/Mahajanga/13001/2021	A / H3N2	Human	Madagascar		2021-12-03	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_15364184	A/Antananarivo/04020/2022	A / H3N2	Human	Madagascar		2022-05-17	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_15364183	A/Antananarivo/03601/2022	A / H3N2	Human	Madagascar		2022-04-15	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19854891	A/Madagascar/00935/2025	A / H3N2	Human	Madagascar	Analamanga	2025-03-23	5	5	PB1;PA;NS	PB1;PA;NS	
EPI_ISL_19854884	A/Madagascar/00329/2025	A / H3N2	Human	Madagascar	Atsinanana	2025-02-03	5	5	PA;MP;NS	PA;MP;NS	
EPI_ISL_19854878	A/Madagascar/00431/2025	A / H1N1	Human	Madagascar	Boeny	2025-02-10	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20379687	A/Madagascar/00720/2026	A / H3N2	Human	Madagascar		2026-02-05	5	5	PB1;PA;NP	PB1;PA;NP	
EPI_ISL_20379681	A/Madagascar/00211/2026	A / H1N1	Human	Madagascar		2026-01-19	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20379676	A/Madagascar/04323/2025	A / H1N1	Human	Madagascar		2025-12-18	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20379671	A/Madagascar/03776/2025	A / H3N2	Human	Madagascar		2025-10-27	5	5	PB1;PA;NS	PB1;PA;NS	
EPI_ISL_20379670	A/Madagascar/03745/2025	A / H3N2	Human	Madagascar		2025-10-31	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20379669	A/Madagascar/03237/2025	A / H3N2	Human	Madagascar		2025-09-08	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19530570	A/duck/Madagascar/78830/2023	A / H9N2	Duck	Madagascar	Vakinankaratra	2023-07-12	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19530559	A/duck/Madagascar/79149/2023	A / H9N2	Duck	Madagascar	Haute Matsiatra	2023-07-24	5	5	PB2;PB1;MP	PB2;PB1;MP	
EPI_ISL_19530558	A/duck/Madagascar/78609/2023	A / H9N2	Duck	Madagascar	Vakinankaratra	2023-07-10	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_19530538	A/duck/Madagascar/74363/2024	A / H11N2	Duck	Madagascar	Vakinankaratra	2024-05-14	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19638434	A/duck/Madagascar/81434/2024	A / H9N6	Duck	Madagascar	Haute Matsiatra	2024-11-18	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20360497	A/duck/Madagascar/78271/2025	A / H6N2	Avian	Madagascar		2025-12-17	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20360489	A/duck/Madagascar/77455/2025	A / H6N1	Avian	Madagascar		2025-11-19	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20360486	A/duck/Madagascar/76880/2025	A / H6	Avian	Madagascar		2025-10-29	5	5	PB2;PB1;NA	PB2;PB1;NA	
EPI_ISL_20090045	A/duck/Madagascar/73785/2025	A / H6N2	Duck	Madagascar	Vakinankaratra	2025-06-11	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20231984	A/duck/Madagascar/75332/2025	A / H9N2	Duck	Madagascar	Vakinankaratra	2025-08-18	5	5	PB2;PB1;MP	PB2;PB1;MP	
EPI_ISL_20231980	A/duck/Madagascar/73396/2025	A / H6N1	Duck	Madagascar	Haute Matsiatra	2025-05-26	5	5	PB2;PB1;MP	PB2;PB1;MP	
EPI_ISL_19813416	A/duck/Madagascar/71442/2025	A / H6N1	Duck	Madagascar	Vakinankaratra	2025-02-26	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19813411	A/duck/Madagascar/71272/2025	A / H9N2	Duck	Madagascar	Sofia	2025-02-18	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20144969	B/Madagascar/01876/2025	B	Human	Madagascar		2025-05-13	5	5	PB2;PB1;MP	PB2;PB1;MP	
EPI_ISL_20144967	B/Madagascar/01788/2025	B	Human	Madagascar		2025-05-06	5	5	PB2;PB1;NA	PB2;PB1;NA	
EPI_ISL_19907464	B/Madagascar/01751/2025	B	Human	Madagascar	Menabe	2025-05-05	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_19726526	B/Madagascar/3596/2024	B	Human	Madagascar		2024-11-20	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19726498	B/Madagascar/3045/2024	B	Human	Madagascar		2024-10-08	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_20367086	B/Madagascar/2632/2025	B	Human	Madagascar		2025-07-08	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19817106	B/Madagascar/02785/2024	B	Human	Madagascar		2024-09-09	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19687179	B/Madagascar/03031/2024	B	Human	Madagascar		2024-10-09	5	5	PB2;PB1;MP	PB2;PB1;MP	
EPI_ISL_19687138	B/Madagascar/03215/2024	B	Human	Madagascar		2024-10-21	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19334485	B/Fianarantsoa/02052/2024	B	Human	Madagascar		2024-01-01	5	5	PB2;PB1;MP	PB2;PB1;MP	
EPI_ISL_19334310	B/Antananarivo/02029/2024	B	Human	Madagascar		2024-07-01	5	5	PB2;NA;MP	PB2;NA;MP	
EPI_ISL_238811	B/Toamasina/5288/2016	B	Human	Madagascar		2016-09-22	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19704285	B/Madagascar/03978/2024	B	Human	Madagascar	Diana	2024-12-16	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18271057	B/Moramanga/01789/2023	B	Human	Madagascar		2023-06-14	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18271055	B/Antsirabe/01813/2023	B	Human	Madagascar		2023-06-14	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18271054	B/Tsiroanomandidy/01848/2023	B	Human	Madagascar		2023-06-19	5	5	PB2;PB1;MP	PB2;PB1;MP	
EPI_ISL_1034775	B/Mahajanga/00149/2020	B	Human	Madagascar		2020-01-09	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_20255000	B/Madagascar/03178/2025	B	Human	Madagascar	Vakinankaratra	2025-09-03	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18607742	B/Madagascar/269/2023	B	Human	Madagascar		2023-01-25	5	5	PB1;PA;NA	PB1;PA;NA	
EPI_ISL_18607733	B/Madagascar/2492/2023	B	Human	Madagascar		2023-09-19	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_18304061	B/Madagascar/1142/2023	B	Human	Madagascar		2023-04-04	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_12709847	B/Madagascar/2623/2021	B	Human	Madagascar		2021-11-22	5	5	PB1;PA;NP	PB1;PA;NP	
EPI_ISL_322854	B/Madagascar/904/2018	B	Human	Madagascar		2018-03-19	5	5	PB2;MP;NS	PB2;MP;NS	
EPI_ISL_14759185	B/Nosy Be/04869/2022	B	Human	Madagascar		2022-06-22	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_14653413	B/Nosy Be/05052/2022	B	Human	Madagascar		2022-06-27	5	5	PB2;PB1;NP	PB2;PB1;NP	
EPI_ISL_19790205	B/Madagascar/2824/2024	B	Human	Madagascar		2024-09-13	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19774344	B/Madagascar/03301/2024	B	Human	Madagascar		2024-10-28	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_19774342	B/Madagascar/03303/2024	B	Human	Madagascar		2024-10-31	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_9140555	B/Mahajanga/12427/2021	B	Human	Madagascar		2021-11-17	5	5	PB2;PB1;PA	PB2;PB1;PA	
EPI_ISL_9140553	B/Toamasina/12098/2021	B	Human	Madagascar		2021-11-02	5	5	PB2;PB1;NA	PB2;PB1;NA	
EPI_ISL_9140552	B/Antsirabe/12055/2021	B	Human	Madagascar		2021-10-28	5	5	PB2;PB1;NA	PB2;PB1;NA	
EPI_ISL_9140550	B/Toliary/11859/2021	B	Human	Madagascar		2021-10-07	5	5	PB2;PB1;NA	PB2;PB1;NA	
EPI_ISL_19530487	A/Madagascar/02845/2024	A / H3N2	Human	Madagascar	Haute Matsiatra	2024-09-15	4	4	PB2;PB1;PA;NS	PB2;PB1;PA;NS	
EPI_ISL_1180149	A/Madagascar/290/2020	A / H1N1	Human	Madagascar		2020-01-20	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_19334294	A/Antananarivo/50005/2024	A / H1N1	Human	Madagascar		2024-07-03	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_20090060	A/Madagascar/02497/2025	A / H3N2	Human	Madagascar	Analamanga	2025-06-30	4	4	PB2;PB1;PA;NS	PB2;PB1;PA;NS	
EPI_ISL_20090059	A/Madagascar/02388/2025	A / H1N1	Human	Madagascar	Analamanga	2025-06-18	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_20090052	A/Madagascar/02235/2025	A / H1N1	Human	Madagascar	Analamanga	2025-06-04	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_14653642	A/Nosy Be/03317/2022	A / H3N2	Human	Madagascar		2022-03-21	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_14653518	A/Antsirabe/03981/2022	A / H3N2	Human	Madagascar		2022-05-12	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_14653542	A/Fianarantsoa/03290/2022	A / H3N2	Human	Madagascar		2022-03-23	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_14653457	A/Antananarivo/03835/2022	A / H3N2	Human	Madagascar		2022-05-03	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_19704260	A/Madagascar/00030/2025	A / H1N1	Human	Madagascar	Diana	2024-12-31	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_19382041	A/Antananarivo/01849/2024	A / H1N1	Human	Madagascar		2024-06-17	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_19907474	A/Madagascar/01951/2025	A / H1N1	Human	Madagascar	Analamanga	2025-05-16	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_19907469	A/Madagascar/01327/2025	A / H1N1	Human	Madagascar	Analamanga	2025-04-12	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_1034789	A/Toamasina/00354/2020	A / H1N1	Human	Madagascar		2020-01-27	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_1034784	A/Nosy Be/00228/2020	A / H1N1	Human	Madagascar		2020-01-13	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_18962526	A/Antananarivo/03320/2023	A / H3N2	Human	Madagascar		2023-12-14	4	4	PB1;NP;NA;NS	PB1;NP;NA;NS	
EPI_ISL_18962575	A/Antananarivo/50000/2024	A / H3N2	Human	Madagascar		2024-01-03	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_16834441	A/Antananarivo/07210/2022	A / H1N1	Human	Madagascar		2022-11-21	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_9401972	A/Mahajanga/12520/2021	A / H3N2	Human	Madagascar		2021-11-18	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_20379685	A/Madagascar/00448/2026	A / H3N2	Human	Madagascar		2026-01-27	4	4	PB2;PB1;NP;NS	PB2;PB1;NP;NS	
EPI_ISL_20379674	A/Madagascar/03845/2025	A / H1N1	Human	Madagascar		2025-11-08	4	4	PB2;PB1;PA;NS	PB2;PB1;PA;NS	
EPI_ISL_20379672	A/Madagascar/03787/2025	A / H1N1	Human	Madagascar		2025-10-31	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_19530566	A/duck/Madagascar/79534/2024	A / H6N1	Duck	Madagascar	Vakinankaratra	2024-10-02	4	4	PB2;PA;NP;NS	PB2;PA;NP;NS	
EPI_ISL_19530563	A/duck/Madagascar/79217/2024	A / H6	Duck	Madagascar	Vakinankaratra	2024-09-25	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_19530554	A/duck/Madagascar/77509/2024	A / H6	Duck	Madagascar	Haute-matsiatra	2024-08-05	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_19530548	A/duck/Madagascar/76715/2024	A / H4N6	Duck	Madagascar	Analamanga	2024-07-17	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_19530542	A/duck/Madagascar/75368/2024	A / H4N6	Duck	Madagascar	Menabe	2024-06-04	4	4	PB2;PA;NP;NS	PB2;PA;NP;NS	
EPI_ISL_19530539	A/duck/Madagascar/74365/2024	A / H6N1	Duck	Madagascar	Vakinankaratra	2024-05-14	4	4	PB2;PA;NP;NS	PB2;PA;NP;NS	
EPI_ISL_19638435	A/duck/Madagascar/81487/2024	A / H6	Duck	Madagascar	Vakinankaratra	2024-11-20	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_20090037	A/duck/Madagascar/72662/2025	A / H6N1	Duck	Madagascar	Vakinankaratra	2025-04-30	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_20090033	A/duck/Madagascar/71945/2025	A / H4N6	Duck	Madagascar	Vakinankaratra	2025-03-19	4	4	PB2;PA;MP;NS	PB2;PA;MP;NS	
EPI_ISL_20231988	A/duck/Madagascar/74497/2025	A / H6N1	Duck	Madagascar	Vakinankaratra	2025-07-09	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_20231985	A/duck/Madagascar/75337/2025	A / H9N2	Duck	Madagascar	Vakinankaratra	2025-08-18	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_20231983	A/duck/Madagascar/75057/2025	A / H9N2	Duck	Madagascar	Haute Matsiatra	2025-08-04	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
